id,display,category,categoryMedium_mv,categoryPublication_mv,country_mv,dateCataloged,dateModified,dateOrigin,dateOriginComment_mv,displayAddition1,displayAddition2,displayName,filterDigital,filterMedium_mv,filterSource,filterType_mv,note,noteContent_mv,publisherOriginalText_mv,schemaVersion,source,subjectOther_mv,textualHolding_mv,title,titleOther_text_mv,url,website_description_mv,website_url_mv
DBIS100204,Renæssancens sprog i Danmark,Digitale Nachschlagewerke,Online-Ressource,"Volltextdatenbank, Wörterbuch, Enzyklopädie, Nachschlagwerk",Daenemark,2020-08-18,2025-06-19,,,"Volltextdatenbank, Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Renæssancens sprog i Danmark ist eine webbasierte Wörterbuch- und Textdatenbank der Dänischen Sprach- und Literaturgesellschaft über Dänisch und Latein für den Zeitraum 1500 - 1700.
<br />
Die Textdatenbank ist durchsuchbarer Textkorpus, der Texte des Zeitraums 1500-1700 (Poesie, Prosa, Fachliteratur, Belletristik) in dänischen und lateinischer Sprache enthält.
<br />
Die Wörterbuchdatenbank durchsucht 7 lateinische und dänische Wörterbücher aus dem Zeitraum 1510-1626. Die ermittelten Wörterbuchartikel können im Textformat oder als Faksimile angezeigt werden.
<br />
Zusätzlich ist im Faksimile ein weiteres Wörterbuch einsehbar, das in der Suche nicht berücksichtigt wird.",,0.16.0,AK,Dänisch␟Latein␟Renaissance␟Sprachwissenschaft␟Korpus,,Renæssancens sprog i Danmark,,https://www.dla-marbach.de/find/opac/id/DBIS100204,Zugang,http://renaessancesprog.dk/
DBIS100206,ISLEX orðabókin,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Daenemark␟Island␟Norwegen␟Schweden,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,ISLEX ist ein vom Lexikologischen Instituts herausgegebenes mehrsprachiges Webwörterbuch mit Isländisch und Schwedisch als Quellsprachen und Norwegisch (Bokmål/ Nynorsk) und Dänisch als Zielsprache.,,0.16.0,AK,Isländisch␟Schwedisch␟Norwegisch␟Bokmål␟Nynorsk,,ISLEX orðabókin,,https://www.dla-marbach.de/find/opac/id/DBIS100206,Zugang,https://islex.arnastofnun.is/is/
DBIS100207,Gammeldansk Ordbog,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Daenemark,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",1100-01-01 - 1515-01-01,,True,Datenbank,Digitale Nachschlagewerke,Daten,,Das wissenschaftliche Wörterbuch über die mittelaterliche dänische Sprache der Dänischen Sprach- und Literaturgesellschaft ist deckt den Zeitraum von ca. 1100 bis 1515 ab.,,0.16.0,AK,Altdänisch,1100-01-01 - 1515-01-01,Gammeldansk Ordbog,Gammeldansk Seddelsamling,https://www.dla-marbach.de/find/opac/id/DBIS100207,Zugang,http://gammeldanskordbog.dk/
DBIS100208,Svenska Akademiens ordlista över svenska språket,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Schweden,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,"Um die Datenbank zu öffnen, klicken Sie auf Gå till söksidan.",Svenska Akademiens Wörterbuch (13. Auflage) mit 125.000 Stichwörtern aus der schwedischen Gegenwartssprache,,0.16.0,AK,Schwedisch,,Svenska Akademiens ordlista över svenska språket,SAOL,https://www.dla-marbach.de/find/opac/id/DBIS100208,Zugang,http://spraakdata.gu.se/saolhist/
DBIS100209,"Danske Ordbog, Den",Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Daenemark,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",1955-01-01,,True,Datenbank,Digitale Nachschlagewerke,Daten,,Wörterbuch der dänischen Sprache mit ca. 100.000 Stichwörtern,,0.16.0,AK,Dänisch,1955-01-01,"Danske Ordbog, Den",Moderne Dansk Sprog,https://www.dla-marbach.de/find/opac/id/DBIS100209,Zugang,http://ordnet.dk/ddo/
DBIS100210,Svenska Akademiens Ordbok,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Schweden,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",1521-01-01,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Das von der Schwedische Akademie veröffentlichte Svenska Akademiens Ordbok (SAOB) ist ein umfassendes digitales historisches Verzeichnis der schwedischen Sprache von 1521 bis heute, das auf dem zwischen 1893 und 2023 veröffentlichten gedruckten Werk basiert.
<br />
 Ziel des Wörterbuchs, das über 500.000 Stichwörter von A-Öxla sowie mehr als 700.000 Textzitate enthält, ist die wissenschaftliche Dokumentierung des historischen und gegenwärtigen Wortschatzes nach bedeutungsgeschichtlichen Prinzipien. Damit werden alle Wörter und Bedeutungen des Schwedischen erfasst, die sich ab 1521 bis in die Gegenwart des jeweiligen Wörterbuchbandes belegen lassen.",,0.16.0,AK,Schwedisch,1521-01-01,Svenska Akademiens Ordbok,SAOB␟Ordbok över Svenska språket,https://www.dla-marbach.de/find/opac/id/DBIS100210,Zugang,http://www.saob.se
DBIS100211,FORNSVENSK LEXIKALISK DATABAS,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Schweden,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,"Dieses Tool wird nicht mehr aktualisiert. Verwenden Sie stattdessen den Zugang im Suchinstrument <a href=""https://dbis.ur.de/UBK/resources/12370"">KARP</a>.",Die von Språkbanken herausgegebene Datenbank Fornsvensk lexikalisk databas enthält einen altschwedischen Wortschatz mit ca. 54000 Stichwörtern.,,0.16.0,AK,Altschwedisch,,FORNSVENSK LEXIKALISK DATABAS,,https://www.dla-marbach.de/find/opac/id/DBIS100211,Zugang,https://spraakbanken.gu.se/fsvldb/
DBIS100212,Svensk-engelsk ordbok för den högre utbildningen,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Schweden,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,Wörterbuch des schwedischen Universitäts- und Hochschulrates mit Wörtern und Begriffen aus dem Hochschulsektor,,0.16.0,AK,Schwedisch␟Englisch␟Hochschule,,Svensk-engelsk ordbok för den högre utbildningen,,https://www.dla-marbach.de/find/opac/id/DBIS100212,Zugang,https://www.uhr.se/publikationer/svensk-engelsk-ordbok/
DBIS100213,Folkets lexikon,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Großbritannien␟Schweden,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,Kungliga Tekniska Högskolan,True,Datenbank,Digitale Nachschlagewerke,Daten,,Schwedisch-Englisches Wörterbuch,Kungliga Tekniska Högskolan,0.16.0,AK,Schwedisch␟Englisch,,Folkets lexikon,,https://www.dla-marbach.de/find/opac/id/DBIS100213,Zugang,http://folkets-lexikon.csc.kth.se/folkets/
DBIS100214,Trønderordboka,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Norwegen,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,Umfassende Wortdatenbank des Norsk Ordbok 2014 über Dialekte in Nord- und Sør-Trøndelag und Nordmøre,,0.16.0,AK,Norwegisch␟Nord-Trøndelag␟Sør-Trøndelag␟Nordmøre␟Dialekt,,Trønderordboka,Setelarkivet,https://www.dla-marbach.de/find/opac/id/DBIS100214,Zugang,http://www.edd.uio.no/perl/search/search.cgi?appid=49&tabid=879
DBIS100215,Setelarkivet,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Norwegen,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,Norsk ordbok 2014,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die Datenbank ermöglicht die Recherche in mehr als 3,2 Millionen elektronisch zugänglichen Aufzeichnungen mit Sprachdaten aus den 1930er Jahren bis in die Gegenwart sowie in Auszügen aus verschiedenen Texten auf Nynorsk.",Norsk ordbok 2014,0.16.0,AK,Norwegisch␟Nynorsk␟Umgangssprache␟Schriftsprache,,Setelarkivet,,https://www.dla-marbach.de/find/opac/id/DBIS100215,Zugang,http://www.edd.uio.no/perl/search/search.cgi?appid=8&tabid=436
DBIS100217,Skrá um orðasambönd,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Island,2020-08-18,2025-06-13,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,Stofnun Árna Magnússonar í íslenskum fræðum,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Das Verzeichnis der Wortverbindungen wurde aus den elektronisch vorliegenden Anwendungsbeispielen von “Ritmálssafn” des Lexikologischen Instituts der Universität Islands erstellt. Die Beispiele umfassen isländische schriftliche Quellen ab dem 16. Jahrhundert. Es enthält  etwa 135.000 Wortverbindungen, die mit etwa 57.000 Suchbegriffen verknüpft sind.",Stofnun Árna Magnússonar í íslenskum fræðum,0.16.0,AK,Isländisch␟Wortverbindung,,Skrá um orðasambönd,,https://www.dla-marbach.de/find/opac/id/DBIS100217,Zugang,https://ordasambond.arnastofnun.is/
DBIS100222,Søren Kierkegaards Skrifter,Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,Daenemark,2020-08-18,2025-01-13,,,Volltextdatenbank,,Det Kongelige Bibliotek,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die Datenbank ermöglicht eine Volltextsuche in der kommentierten, historisch-kritischen Ausgabe der gedruckten Schriften Søren Kierkegaards (1813-55). Dazu zählen auch Zeitschriftenartikel, ungedruckte Schriften, Journale, Notizbücher, lose Blattsammlungen, Briefe und Widmungen.",Det Kongelige Bibliotek,0.16.0,AK,Dänemark␟Søren Kierkegaard,,Søren Kierkegaards Skrifter,SKS,https://www.dla-marbach.de/find/opac/id/DBIS100222,Zugang,https://tekster.kb.dk/sks
DBIS100234,Sjávardýraorðabók,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Island,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,Hafrannsóknastofnunin,True,Datenbank,Digitale Nachschlagewerke,Daten,,Wörterbuch mit Namen von Meerestieren in zehn Sprachen,Hafrannsóknastofnunin,0.16.0,AK,Isländisch␟Latein␟Norwegisch␟Dänisch␟Deutsch␟Französisch␟Englisch␟Färöisch␟Spanisch␟Portugiesisch␟Meerestier,,Sjávardýraorðabók,,https://www.dla-marbach.de/find/opac/id/DBIS100234,Zugang,https://ordabok.hafro.is/
DBIS100239,UHRs termbase for universitets- og høgskolesektoren,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Norwegen,2020-08-18,2025-06-19,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Diese Datenbank enthält Begriffe aus dem norwegischen Hochschulsektor, die vom Norwegischen (Bokmål) ins Englische übersetzt werden können.",,0.16.0,AK,Norwegisch␟Englisch␟Bokmål␟Hochschule,,UHRs termbase for universitets- og høgskolesektoren,UHRs Termbase for Norwegian higher education institutions,https://www.dla-marbach.de/find/opac/id/DBIS100239,Zugang,https://www.termportalen.no/search?tb=UHR
DBIS100242,Svenska tidningar,Digitale Nachschlagewerke,Online-Ressource,"Volltextdatenbank, Zeitung",Schweden,2020-08-18,2025-08-13,,,"Volltextdatenbank, Zeitung",1645-01-01,Stockholm : Kungliga Biblioteket,True,Datenbank,Digitale Nachschlagewerke,Daten,,"In dieser fortlaufenden Datenbank ist die Recherche in über 2.000 digitalisierten schwedischen Zeitungs- und Zeitschriftentiteln aus 400 Jahren möglich. Das Angebot wird ständig erweitert.
<br />
Ausgaben, die jünger als 100 Jahre sind, können aufgrund des Urheberrechtschutzes nur in der Königlichen Bibliothek sowie <a href=""https://feedback.blogg.kb.se/forums/topic/atkomst-till-upphovsrattsskyddade-dagstidningar-utanfor-kbs-lokaler/"">einigen weiteren Bibliotheken</a> eingesehen werden.",Stockholm : Kungliga Biblioteket,0.16.0,AK,Schweden,1645-01-01,Svenska tidningar,,https://www.dla-marbach.de/find/opac/id/DBIS100242,Zugang,https://tidningar.kb.se/
DBIS100265,Filmski Leksikon,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Kroatien,2020-08-18,2025-01-13,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,Leksikografski Zavod Miroslav Krleža,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Dieses Nachschlagewerk enthält über 2.000 Einträge zu allen Facetten des kroatischen Films sowie Artikel zu Regisseuren und Schauspielern, Kameraleuten, Drehbuchautoren, Bühnenbildnern, Kostümbildnern, Komponisten und Produzenten.",Leksikografski Zavod Miroslav Krleža,0.16.0,AK,Kroatien␟Film,,Filmski Leksikon,Filmlexikon,https://www.dla-marbach.de/find/opac/id/DBIS100265,Zugang,https://www.lzmk.hr/izdanja/leksikoni/filmski-leksikon
DBIS100274,Digitalizirani Katalog / Leksikografski Zavod Miroslav Krleža,Digitale Nachschlagewerke,Online-Ressource,"Bestandsverzeichnis, National-, Regionalbibliographie",Jugoslawien,2020-08-18,2025-08-12,,,"Bestandsverzeichnis, National-, Regionalbibliographie",,Leksikografski Zavod Miroslav Krleža,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Der digitalisierte Katalog enthält 2 Kataloge: den katalog autora (Katalog retrospektivne bibliografije članaka: 
ca. 10 Millionen Katalogkarten zu Artikeln aus Periodika vom 18. Jahrhundert bis 1945 auf dem Gebiet des ehemaligen Jugoslawien) und den Katalog pseudonima (Pseudonyme, Initialen, Codes...).
Er wird laufend ergänzt und soll in Zukunft nach Autor, Schlagwort und Fachgebiet zu durchsuchen sein.",Leksikografski Zavod Miroslav Krleža,0.16.0,AK,Jugoslawien␟Kroatien␟Krleza,,Digitalizirani Katalog / Leksikografski Zavod Miroslav Krleža,Digitalizirani Katalog / Leksikografski Zavod Miroslav Krleza␟Digitalisierter Katalog / Lexikographisches Institut Miroslav Krleža,https://www.dla-marbach.de/find/opac/id/DBIS100274,Zugang,https://katalog.lzmk.hr/
DBIS100275,Besplatne Elektronicke Knjige,Digitale Nachschlagewerke,Online-Ressource,Portal,Kroatien,2020-08-18,2025-08-12,,,Portal,,Društvo za promicanje književnosti na novim medijima DPKM,True,Datenbank,Digitale Nachschlagewerke,Daten,,E-Book-Portal (ca 160 Titel im Volltext) für kroatische Belletristik (E-Book-Sammlung),Društvo za promicanje književnosti na novim medijima DPKM,0.16.0,AK,Literatur␟Belletristik␟Lyrik␟Kroatien␟Elektronisches Buch,,Besplatne Elektronicke Knjige,Besplatne Elektroničke Knjige␟BEK,https://www.dla-marbach.de/find/opac/id/DBIS100275,Zugang,http://www.elektronickeknjige.com/
DBIS100299,Nachlass Max Horkheimer,Digitale Nachschlagewerke,Online-Ressource,"Fachbibliographie, Volltextdatenbank",,2020-08-18,2025-01-13,,,"Fachbibliographie, Volltextdatenbank",1911-01-01 - 1972-01-01,Universitätsbibliothek Frankfurt,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Max Horkheimer, neben Theodor W. Adorno Hauptvertreter der Frankfurter Schule, hinterließ bei seinem Tod im Jahre 1973 ein herausragendes wissenschaftliches Erbe. Ein Jahr nach seinem Tod erhielt die damalige Stadt- und Universitätsbibliothek insgesamt 250.000 Seiten archivische Dokumente sowie die 16.000 Bände umfassende Privatbibliothek.

Aufgrund der zunehmenden internationalen wissenschaftlichen Benutzung und aus konservatorischen Gründen wurde der gesamte Nachlass digitalisiert.
Ein Teil des Materials wird hier - im Rahmen der geltenden urheber- und archivrechtlichen Bestimmungen – online zugänglich gemacht, darunter u.a. mehrere tausend Briefe der Vertreter der Kritischen Theorie und der Frankfurter Schule, die bislang noch nie veröffentlicht wurden.",Universitätsbibliothek Frankfurt,0.16.0,AK,Frankfurter Schule␟Kritische Theorie␟Nachlass␟Sammlung␟Sozialphilosophie,1911-01-01 - 1972-01-01,Nachlass Max Horkheimer,,https://www.dla-marbach.de/find/opac/id/DBIS100299,Zugang,https://sammlungen.ub.uni-frankfurt.de/horkheimer
DBIS100315,Lituanistika,Digitale Nachschlagewerke,Online-Ressource,"Aufsatzdatenbank, National-, Regionalbibliographie, Portal",Litauen,2020-08-18,2025-08-13,,,"Aufsatzdatenbank, National-, Regionalbibliographie, Portal",,The Research Council of Lithuania,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die Datenbank wurde 2006 vom Research Council of Lithuania in Zusammenarbeit mit Litauischen Forschungsinstituten und Bibliotheken entwickelt.<br />
Ziel von Lituanistika ist es, geistes- und sozialwissenschaftliche Literatur der Vergangenheit und Gegenwart über Litauen (Gesellschaft, Land und Sprache) zu sammeln und zu bewahren und eine globale Verbreitung der Lituanistik sicherzustellen. <br />
Die meisten Einträge verfügen über ein Abstract, teilweise werden diese zusätzlich durch Literaturangaben ergänzt. Manche Titel liegen auch im Volltext vor.",The Research Council of Lithuania,0.16.0,AK,Litauen␟Lituanistik␟Geisteswissenschaften␟Sozialwissenschaften␟Bibliographie,,Lituanistika,Lituanistika Database (LDB)␟Duomenų Bazė „Lituanistika“ (LDB),https://www.dla-marbach.de/find/opac/id/DBIS100315,Zugang,https://www.lituanistika.lt/en
DBIS10034,Rare Book Room,Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,,2020-08-18,2025-06-24,,,Volltextdatenbank,,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Der Verlag Octavo hat seit 1996 viele wichtige und seltene Bücher aus Bibliotheken weltweit digitalisiert.
In dieser kostenfreien Datenbank bietet er über 400 Titel in mittlerer Auflösung an, darunter Werke von Galileo, Newton, Copernicus, Kepler, Einstein und Darwin.<br />
Außerdem sind die meisten von Shakespeares Quartos aus der  British Library, der Bodleian Library, der University of Edinburgh Library und der National Library of Scotland enthalten.<br />
Auch einige Werke der Library of Congress wurden digitalisiert: Poor Richards Almanack von Benjamin Franklin, ein Exemplar der Gutenberg Bible von 1455, Thomas Harveys Buch über die Zirkulation des Blutes, Galileos Sidereus Nuncius sowie die ersten Drucke der United States Bill of Rights und der Magna Carta.<br />
Manche dieser E-Books können in sehr hoher Auflösung auch auf CD-ROM erworben werden. (E-Book-Sammlung)",,0.16.0,AK,Altes Buch␟Elektronisches Buch,,Rare Book Room,,https://www.dla-marbach.de/find/opac/id/DBIS10034,Zugang,http://www.rarebookroom.org/
DBIS100351,Archivportal,Digitale Nachschlagewerke,Online-Ressource,"Bestandsverzeichnis, Portal",Deutschland,2020-08-18,2025-05-21,,,"Bestandsverzeichnis, Portal",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Das Archivportal, ein Teilprojekt der Deutschen Digitalen Bibliothek, ermöglicht eine deutschlandweit archivübergreifende Recherche in allen Findmitteln der teilnehmenden Archiveinrichtungen. Archivische Erschließungsleistungen sowie digitalisiertes und digitales Archivgut werden - soweit vorhanden - für die Nutzung bereitgestellt.<br />
Neben der Auswahlmöglichkeit nach Bundesland und Anfangsbuchstabe bietet das Archivportal auch einen spartenspezifischen Zugang zu den Daten der Deutschen Digitalen Bibliothek. Folgende Sparten stehen dabei zur Verfügung: Staatliche Archive; Kommunale Archive; Kirchliche Archive; Herrschafts- und Familienarchive; Wirtschaftsarchive; Archive der Parlamente, politischen Parteien, Stiftungen und Verbände; Medienarchive; Archive der Hochschulen sowie wissenschaftlichen Institutionen; Sonstige Archive.<br />
Das inhaltliche Angebot wird durch die Gewinnung neuer Datenlieferanten sukzessive ausgebaut.",,0.16.0,AK,Archiv␟Deutschland␟Geschichte,,Archivportal,Archivportal-D␟Ein Service der Deutschen Digitalen Bibliothek,https://www.dla-marbach.de/find/opac/id/DBIS100351,Zugang,https://www.archivportal-d.de/
